name,relation,value
长穗荠苎,物候期,花末、初果期11月
长穗三毛草,生活型,多年生草本
长穗三毛草,物候期,花期7至9月
长穗桑,生活型,落叶乔木或灌木
长穗桑,物候期,花期4至5月，果期5至6月
黄山松,生活型,乔木
黄山松,生活型,一年生枝淡黄褐色或暗红褐色
黄山松,物候期,花期4至5月，球果第二年10月成熟
长穗鼠妇草,生活型,一年生
长穗鼠妇草,物候期,花果期12月
长穗腺背蓝,生活型,草本
长穗腺背蓝,生长型,对生
长穗兔儿风,生活型,多年生草本
长穗兔儿风,物候期,花期7至9月
长穗蟹甲草,生活型,多年生草本
长穗蟹甲草,物候期,花期7至8月，果期9至10月
长穗偃麦草,生活型,多年生
长穗偃麦草,物候期,花、果期5至8月
紫纹山姜,物候期,花期：4月
长穗紫金牛,物候期,花期约5月
长穗珍珠菜,生活型,多年生草本
长穗珍珠菜,物候期,花期6至7月
长穗珍珠菜,物候期,果期7至9月
长葶报春,生活型,多年生草本
长葶报春,物候期,花期5月
长葶苓菊,生活型,多年生草本
长葶苓菊,物候期,花果期7月
长葶鸢尾,生活型,多年生草本
长葶鸢尾,物候期,花期5至7月，果期8至10月
长筒蕨属,生长型,簇生
长筒滨紫草,生活型,多年生草本
长筒女贞,生活型,小枝棕色
长筒女贞,物候期,花期6至7月，果期8至10月
长筒漏斗苣苔,生活型,多年生草本
长筒漏斗苣苔,物候期,花期7至8月
长筒石蒜,物候期,花期7至8月
长筒微孔草,物候期,6至7月开花
长凸连蕊茶,生活型,小乔木
长凸连蕊茶,物候期,果期8至9月
长尾半枫荷,生活型,常绿或半常绿乔木
长尾粉背蕨,生长型,簇生
长尾单室茱萸,生活型,常绿乔木
长尾冬青,生活型,常绿乔木或灌木
长尾冬青,生活型,小枝圆柱形
长尾冬青,生活型,叶生于1至2年生枝上
长尾冬青,生活型,雌花序簇生或呈假总状花序
长尾红山茶,生活型,小乔木
长尾红山茶,物候期,花期7至8月
长尾观音座莲,生长型,侧生
长尾黄耆,生活型,多年生草本
长尾黄耆,物候期,花期5至6月，果期6至7月
兔儿尾苗,物候期,花期6至8月
长尾毛蕨,生长型,簇生
长尾槭,生活型,落叶乔木
长尾槭,生活型,小枝粗壮
长尾槭,物候期,花期5月，果期9月
长尾蹄盖蕨,生长型,簇生
长尾铁线蕨,生长型,簇生
长尾铁线蕨,生长型,侧生
长尾乌饭,生活型,一年生幼枝黄绿色
长尾乌饭,物候期,花期6月，果期11月
长尾叶当归,生活型,多年生草本
长尾叶当归,物候期,花期5至7月，果期6至8月
长尾鸢尾,生活型,多年生草本
长尾鸢尾,物候期,花期4至5月，果期6至8月
丛枝蓼,生活型,一年生草本
紫叶秋海棠,生活型,多年生草本
紫叶秋海棠,物候期,花期5月，果期8月
长腺小米草,物候期,花期6至8月
长腺樱桃,生活型,小乔木或乔木状灌木
长腺樱桃,物候期,花期7月，果期8月
屏边莎草,物候期,花期9至10月
少花穗莎草,物候期,花期7至8月
长小苞黄耆,物候期,花期7至8月，果期8至9月
长序白珠,生活型,小枝粗壮
长序白珠,物候期,花期6至7月
密锥花鱼藤,生长型,簇生
密锥花鱼藤,物候期,花期5至6月，果期8至11月
长序变豆菜,生活型,多年生草本
长序变豆菜,物候期,花期5月，果期6至7月
长序臭黄荆,物候期,花果期5至7月
长序当归,生长型,顶生
长序虎皮楠,生活型,乔木
长序虎皮楠,物候期,花期4至5月，果期8至11月
长序厚壳桂,生活型,乔木
长序荆,生活型,乔木
长序荆,物候期,花果期7至8月
长序灰毛豆,生活型,灌木状草本
长序狼尾草,生活型,多年生
长序狼尾草,物候期,花果期7至10月
长序龙船花,生活型,小乔木
长序龙船花,物候期,花期5月
长序美登木,生活型,未见刺状枝
长序莓,物候期,花期5至7月
长序链珠藤,物候期,花期5至7月，果期7至12月
长序冷水花,生活型,高大草本或半灌木
长序冷水花,物候期,花期8至9月，果期10至11月
长序母草,生活型,多年生草本
长序木通,物候期,花期3至4月，果期8月
长序山芝麻,物候期,花期6至10月
长序三宝木,物候期,花期6至7月
长序水麻,生活型,灌木或小乔木
长序水麻,物候期,花期5至8月，果期7至9月
长序砂仁,物候期,花期：5月
长序砂仁,物候期,果期：7月
长序南蛇藤,物候期,花期5至7月，果期9月
长序羊角藤,物候期,花期6月，果熟期12月
长序乌头,物候期,8月开花
长序杨,生活型,乔木
长序杨,生活型,一年生枝紫褐色
长序杨,物候期,花期5月，果期6至7月
长檐苣苔属,生活型,多年生无茎小草本
长序重寄生,生长型,簇生
长序重寄生,物候期,花期6至8月，果期10月至翌年2月
长序苎麻,物候期,果期10月
长檐苣苔,生活型,多年生小草本
长檐苣苔,物候期,花期4月
长芽绣线菊,物候期,花期5至7月，果期8至10月
长阳十大功劳,物候期,花期3至4月，果期4至6月
长药八宝,生活型,多年生草本
长药八宝,物候期,花期8至9月，果期9至10月
长药杜鹃,物候期,花期6月
长药沿阶草,物候期,花期5月
长叶绣球,物候期,果期翌年1月
长叶白桐树,生活型,灌木或小乔木
长叶苞叶兰,物候期,花期8至9月
长叶斑叶兰,物候期,花期8至10月
长叶百蕊草,生活型,多年生草本
长叶百蕊草,生长型,顶生
长叶百蕊草,物候期,花果期6至7月
长叶并头草,生活型,多年生草本
长叶并头草,物候期,花期3至7月，花后见果
长叶柄野扇花,物候期,花期9月（或继续至翌年3月），果期12月
长叶钗子股,物候期,花期5月
长叶巢蕨,生长型,簇生
长叶赤瓟,生活型,攀援草本
长叶赤瓟,物候期,花期4至7月，果期8至10月
长叶翅膜菊,生活型,高大多年生草本
长叶翅膜菊,物候期,花果期7至8月
长叶虫豆,物候期,花期9至11月，果期11月
长叶粗筒苣苔,生活型,多年生无茎草本
长叶粗筒苣苔,物候期,花期8月，果期10月
长叶大青,物候期,花果期8至12月
长叶大戟,生活型,多年生草本
长叶党参,生活型,多年生草质藤本
长叶党参,物候期,花期8至9月
长叶滇蕨,生长型,簇生
长叶吊灯花,物候期,花期7至8月，果期9月
带唇兰,生长型,顶生
带唇兰,物候期,花期通常3至4月
长叶耳蕨,生长型,簇生
长叶榧树,生活型,乔木
长叶榧树,生活型,小枝平展或下垂
长叶粉背青冈,生活型,乔木
长叶枹栎,生活型,落叶乔木
长叶枹栎,物候期,花期4月，果期10月
长叶隔距兰,物候期,花期5至6月
长叶哥纳香,生活型,直立灌木或小乔木
长叶哥纳香,物候期,花期5至11月
长叶哥纳香,物候期,果期11月至翌年2月
长叶枸骨,生活型,常绿灌木至小乔木
长叶枸骨,生活型,花序簇生于二年生的小枝叶腋内
长叶枸骨,生活型,果2至3枚簇生于二年生枝叶腋内
长叶枸骨,物候期,花期4至5月，果期10月
长叶猴欢喜,生活型,乔木
长叶猴欢喜,物候期,花期7月
长叶桂樱,生活型,常绿乔木
长叶桂樱,物候期,花期8至9月，果期12至1月
长叶胡枝子,物候期,花期6至9月，果期10月
长叶蝴蝶草,生活型,一年生草本
长叶蝴蝶草,物候期,花果期5至11月
长叶豇豆,生活型,多年生攀援植物
长叶碱毛茛,生活型,多年生草本
长叶碱毛茛,生长型,簇生
长叶碱毛茛,物候期,花果期5月至，8月
长叶假糙苏,生活型,草本
长叶假糙苏,物候期,花期4至8月，果期8至9月
长叶节节木,生长型,对生
长叶节节木,物候期,花果期8至10月
长叶荆,生活型,灌木至乔木
长叶荆,物候期,花期6月，果期10月
柳杉,生活型,乔木
柳杉,物候期,花期4月，球果10月成熟
长叶阔苞菊,生活型,草本或亚灌木
长叶阔苞菊,物候期,花期4至6月
长叶兰,物候期,花期10月至次年1月
长叶肋柱花,生活型,多年生草本
长叶肋柱花,物候期,花果期8至11月
维西长叶柳,物候期,花期5月上旬
长叶鹿蹄草,生活型,常绿草本状小半灌木
长叶鹿蹄草,物候期,花期6月
长叶鹿蹄草,物候期,果期7月
猫乳,生活型,落叶灌木或小乔木
猫乳,物候期,花期5至7月，果期7至10月
长叶轮钟草,生活型,直立或蔓性草本
长叶轮钟草,物候期,花期7至10月
长叶绿绒蒿,生活型,一年生草本
长叶绿绒蒿,物候期,花果期6至9月
长叶螺序草,生活型,草本
长叶螺序草,物候期,花、果期4至6月
长叶毛茛,生活型,多年生草本
长叶毛茛,物候期,花果期7月至8月
长叶毛鳞菊,生活型,多年生草本
长叶毛鳞菊,物候期,花期8月
长叶猕猴桃,物候期,花期5月上旬至6月上旬，果期10月
长叶木兰,生活型,常绿小乔木
长叶木兰,物候期,花期4至6月，果期9至10月
长叶牛齿兰,生活型,地生草本
长叶女贞,生活型,灌木或小乔木
长叶女贞,物候期,花期3至7月，果期8至12月
长叶排钱树,物候期,花期8至9月，果期10至11月
长叶槭,生活型,常绿乔木、常高10米
长叶槭,生活型,小枝细瘦、无毛
长叶槭,物候期,花期不明，果期9月
长叶千斤拔,物候期,花期3月
长叶茜草,生活型,草本
长叶青冈,生活型,常绿乔木
长叶棋子豆,生活型,乔木
长叶棋子豆,物候期,果期11月
台湾蜻蜓兰,物候期,花期6至9月
长叶球兰,物候期,花期8月
长叶雀稗,生活型,多年生
长叶雀稗,物候期,花果期7至10月
长叶山兰,物候期,花期5至6月，果期9至10月
柔毛钻地风,物候期,花期6至7月，果期9至10月
长叶沙参,物候期,花期8月
长叶山小橘,生活型,小乔木
长叶山小橘,物候期,花期4至8月
长叶云杉,生活型,乔木
长叶水麻,生活型,小乔木或灌木
长叶水麻,生活型,花序雌雄异株
长叶水麻,物候期,花期7至9月，果期9月至次年2月
长叶水毛茛,生活型,较大的沉水草本
长叶水毛茛,物候期,花果期6月至8月
长叶松,生活型,乔木
长叶松,生活型,枝条每年生长一轮
长叶酸藤子,生活型,总状花序
长叶酸藤子,物候期,花期6至8月，果期11月至翌年1月
长叶酸模,生活型,多年生草本
长叶蹄盖蕨,生长型,簇生
长叶溲疏,物候期,花期6至8月，果期9至11月
多羽蹄盖蕨,生长型,簇生
长叶天名精,生活型,多年生草本
头蕊兰,生活型,地生草本
头蕊兰,物候期,花期5至6月，果期9至10月
长叶橐吾,生活型,多年生草本
长叶橐吾,物候期,花期9月
长叶瓦莲,生活型,多年生草本
长叶瓦莲,物候期,花期6至7月
长叶微孔草,物候期,6至7月开花
长叶尾稃草,生活型,多年生草本
长叶尾稃草,生长型,单生
长叶乌口树,物候期,花期6月，果期8至11月
长叶莴苣,生活型,一年生或二年生草本
长叶莴苣,物候期,花果期9月
长叶香草,物候期,花期5月
长叶香草,物候期,果期8至9月
长叶穴果木,生活型,藤本
长叶穴果木,物候期,花期5月
长叶悬钩子,物候期,花期5至6月，果期7至8月
长叶雪莲,生活型,多年生草本
长叶雪莲,物候期,花果期7至9月
长叶盐蓬,物候期,花果期6至8月
长叶杨,生活型,乔木
长叶杨,物候期,果期9月
长叶野桐,生活型,灌木或小乔木
长叶野扇花,物候期,花期9月（据野外记录）
长叶远志,生活型,一年生草本
长叶远志,物候期,花果期8至11月
长叶竹柏,生活型,乔木
长叶苎麻,物候期,花期7至10月
长叶苎麻,物候期,花期7至10月
长叶紫茎,生活型,乔木
长叶紫菊,生活型,多年生草本
长叶紫菀,生活型,多年生草本
长叶紫菀,物候期,花期10月
长叶柞木,生活型,常绿小乔木或大灌木
长叶柞木,物候期,花期4至5月，果期6至10月
长翼凤仙花,生活型,一年生草本
长翼凤仙花,物候期,花期7至8月，果期9至10月
长叶紫珠,物候期,花期5至8月，果期8至12月
长翼棘豆,生活型,多年生草本
长翼棘豆,物候期,花期5至6月
长颖燕麦,生活型,一年生
长颖燕麦,物候期,花果期4至9月
长颖羊茅,生活型,多年生
长颖羊茅,物候期,花期8月
长颖早熟禾,生活型,多年生
长颖早熟禾,物候期,花期6月
长羽耳蕨,生长型,簇生
长羽柄短肠蕨,生长型,对生
长羽针茅,物候期,花果期5至9月
长玉叶金花,生长型,顶生
长圆吊石苣苔,物候期,花期9至10月
长圆果冬青,生活型,常绿乔木
长圆果冬青,生活型,当年生幼枝具纵棱
长圆果冬青,物候期,果期12月
长圆红景天,生活型,多年生草本
长圆红景天,生长型,顶生
长圆红景天,物候期,花期6至7月，果期8月
长圆楼梯草,生活型,多年生草本
长圆楼梯草,物候期,花期4至5月
希陶蹄盖蕨,生长型,簇生
长圆鞘箭竹,物候期,笋期7月
长圆臀果木,生活型,小乔木
长圆臀果木,物候期,花期9至10月，果期冬季至翌年春季
长圆微孔草,物候期,6至7月开花
长圆叶艾纳香,生活型,多年生草本
长圆叶艾纳香,生长型,顶生
长圆叶艾纳香,物候期,花期8月一翌年4月
长圆悬钩子,生长型,顶生
长圆悬钩子,物候期,花期5至6月，果期7至8月
长圆叶波罗蜜,生活型,常绿小乔木
长圆叶波罗蜜,生长型,单生
长圆叶唇柱苣苔,生活型,多年生草本
长圆叶唇柱苣苔,物候期,花期8至9月
长圆叶冬青,生活型,常绿灌木或小乔木
长圆叶冬青,生活型,分枝粗壮
长圆叶冬青,生活型,叶生于一至二年生枝上
长圆叶冬青,生活型,聚伞状果序单生于当年生枝叶腋上
长圆叶冬青,物候期,果期6月
长圆叶兜被兰,物候期,花期8月
长圆叶杜英,生活型,乔木
长圆叶杜英,物候期,果期9月
长圆叶多榔菊,生活型,多年生草本
长圆叶多榔菊,物候期,花期6至8月
长圆叶风毛菊,生活型,草本
长圆叶风毛菊,物候期,花期9月
长圆叶虎耳草,生活型,多年生草本
长圆叶虎耳草,物候期,花果期7至9月
长圆叶山黑豆,生活型,缠绕草本
长圆叶山黑豆,物候期,花期10月
长圆叶山蚂蝗,物候期,花、果期8至11月
