黄精叶钩吻,治跌打损伤   Disease:跌打损伤 
娃儿藤,哮喘   Disease:哮喘 
娃儿藤,毒蛇咬伤等   Disease:毒蛇咬伤 
云南沉香,治消化不良   Disease:消化不良 
云南沉香,胃胀   Disease:胃胀 
云南沉香,气痛等   Disease:气痛 
弯果杜鹃,治尔也有分布   Disease:分布 
弯花筋骨草,治痢疾   Disease:痢疾 
尾囊草,治挫伤青肿等症   Disease:挫伤青肿 
尾囊草,贵州草药   Disease:贵州 
尾囊草,第一册   Disease:一册 
文殊兰,治跌打损伤   Disease:跌打损伤 
文殊兰,风热头痛   Disease:风热头痛 
文殊兰,热毒疮肿等症   Disease:热毒疮肿 
蚊母草,治跌打损伤   Disease:跌打损伤 
蚊母草,瘀血肿痛及骨折   Disease:瘀血肿痛 Disease:骨折 
双叶细辛,治胃痛有良效   Disease:胃痛 Disease:良效 
五月茶,治小儿头疮   Disease:小儿头疮 
五月茶,治跌打损伤   Disease:跌打损伤 
巫溪紫堇,治无名肿毒   Disease:无名肿毒 
巫溪紫堇,云   
巫溪紫堇,果毒性较大   Disease:毒性较大 
无花果,治痔疗效良好   Disease:痔疗效良 
吴茱萸,治[疒@夆]病一起   Disease:[疒 Disease:夆]病一起 
吴茱萸,治之病症   Disease:病症 
吴茱萸,所用之药显系与今所称之为同物   Disease:之药显系与今所 Disease:同物 
吴茱萸,治经李时珍保留并发挥了陶弘景《名医别录》中的叙述   Disease:经李 Disease:保留 Disease:发挥了陶弘景《名医 Disease:》中 Disease:叙述 
吴茱萸,在他的《本草纲目》中有详叙   Disease:纲目》中有详 
五彩芋,治骨折   Disease:骨折 
五彩芋,云南河口   Disease:云南河 
蛇含委陵菜,治疮毒   Disease:疮毒 
蛇含委陵菜,痛肿及蛇虫咬伤   Disease:痛肿 Disease:蛇虫咬伤 
五匹青,治腰痛   Disease:腰痛 
尖叶五匹青,治跌打损伤   Disease:跌打损伤 
毛叶五匹青,治淋巴结核   Disease:淋巴结核 
五叶参,治风湿关节痛   Disease:风湿关节痛 
鹰爪花,治疟疾   Disease:疟疾 
山地虎耳草,治头痛   Disease:头痛 
山地虎耳草,神经痛等   Disease:神经痛 
山葛薯,治跌打损伤   Disease:跌打损伤 
三对节,治疟疾   Disease:疟疾 
三对节,痢疾   Disease:痢疾 
三对节,接骨   Disease:接骨 
三对节,治头痛   Disease:头痛 
三对节,眼炎   Disease:眼炎 
三对节,跌打   Disease:跌打 
三对节,风湿等症   Disease:风湿 
三对节,治黄水疮   Disease:黄水疮 
三台花,治疟疾   Disease:疟疾 
三花莸,治外感头痛   Disease:外感头痛 
三花莸,咳嗽   Disease:咳嗽 
三花莸,外障目翳   Disease:外障目翳 
三花莸,烫伤等症   Disease:烫伤 
三尖杉科,治疗白血病及淋巴肉瘤等有一定的疗效   Disease:疗白血病 Disease:淋巴肉瘤 Disease:一定 Disease:疗效 
三叶香草,治风湿   Disease:风湿 
三叶香草,跌打   Disease:跌打 
三叶香草,骨折   Disease:骨折 
三叶崖爬藤,治疗病毒性脑膜炎   Disease:疗病毒性脑膜炎 
三叶崖爬藤,乙型脑炎   Disease:乙型脑炎 
三叶崖爬藤,病毒性肺炎   Disease:病毒性肺炎 
三叶崖爬藤,黄胆性肝炎等   Disease:黄胆性肝炎 
三叶崖爬藤,特别是块茎对小儿高烧有特效   Disease:特别是块 Disease:小儿高烧 Disease:特效 
三枝九叶草,治阳痿   Disease:阳痿 
三枝九叶草,关节风湿痛   Disease:关节风湿痛 
三枝九叶草,白带等症   Disease:白带 
三枝九叶草,治牛马阳痿及神经衰弱   Disease:牛马阳痿 Disease:神经衰弱 
三枝九叶草,歇斯底里等症   Disease:歇斯底里 
伞房花耳草,治疮疖   Disease:疮疖 
伞房花耳草,痈肿和毒蛇咬伤   Disease:痈肿 Disease:毒蛇咬伤 
伞花马钱,治风湿寒痹   Disease:风湿寒痹 
伞花马钱,寒湿肾水肿   Disease:寒湿肾水肿 
伞形科,治疗冠心病   Disease:疗冠心病 
伞形科,肿瘤   Disease:肿瘤 
伞形科,白斑病等   Disease:白斑病 
伞形科,获得初步的疗效和成果   Disease:获得初步 Disease:疗效 
伞形科,治疾病   Disease:疾病 
伞形科,也相当广泛   Disease:相当 Disease:广泛 
石蝉草,治跌打刀伤   Disease:跌打刀伤 
石蝉草,烧烫伤等   Disease:烧烫伤 
散血芹,治刀伤和烫伤   Disease:刀伤 Disease:烫伤 
扫帚岩须,治气喘   Disease:气喘 
沙参,治疗心脾痛   Disease:疗心脾痛 
沙参,头痛   Disease:头痛 
沙参,妇女白带之效   Disease:妇女白带 
斜茎黄耆,治神经衰弱   Disease:神经衰弱 
斜茎黄耆,又为优良牧草和保土植物   Disease:优良 Disease:植物 
沙棘属,治疗铅   Disease:疗铅 
沙棘属,磷   
沙棘属,苯等职业性中毒疾病   Disease:职业性中毒疾病 
沙棘属,治咳嗽痰多   Disease:咳嗽痰多 
沙棘属,肺脓肿   Disease:肺脓肿 
沙棘属,肺结核   Disease:肺结核 
沙棘属,气管炎   Disease:气管炎 
沙针,治跌打刀伤   Disease:跌打刀伤 
山梗菜,治毒蛇咬伤   Disease:毒蛇咬伤 
山梗菜,又供观赏   Disease:供观赏 
山橘,治风寒咳嗽   Disease:风寒咳嗽 
山橘,胃气痛等症   Disease:胃气痛 
山蒟,治风湿   Disease:风湿 
山蒟,咳嗽   Disease:咳嗽 
山蒟,感冒等   Disease:感冒 
山飘风,治鼻出血   Disease:鼻出血 
山芹,治风湿痺痛   Disease:风湿痺痛 
山芹,腰膝酸痛   Disease:腰膝酸痛 
山芹,感冒头痛   Disease:感冒头痛 
山芹,痈疮肿痛等症   Disease:痈疮肿痛 
中华山紫茉莉,治肾炎水肿   Disease:肾炎水肿 
中华山紫茉莉,淋病   Disease:淋病 
珊瑚苣苔,治跌打损伤   Disease:跌打损伤 
少花柏拉木,治疮疥   Disease:疮疥 
少花柏拉木,用于拔毒生肌   Disease:拔毒生肌 
少穗竹,治小儿惊风   Disease:小儿惊风 
蛇床,治皮肤湿疹   Disease:皮肤湿疹 
蛇床,阴道滴虫   Disease:阴道滴虫 
蛇床,肾虚阳痿等症   Disease:肾虚阳痿 
蛇胆草,治咳嗽   Disease:咳嗽 
蛇根木,治疗高血压主要药物原料   Disease:疗高血压 Disease:药物原 
四孔草,治毒蛇咬伤   Disease:毒蛇咬伤 
荷叶铁线蕨,治黄疸型肝炎   Disease:黄疸型肝炎 
荷叶铁线蕨,泌尿系统感染   Disease:泌尿系统感染 
荷叶铁线蕨,尿路结石   Disease:尿路结石 
荷叶铁线蕨,中耳炎等症   Disease:中耳炎 
圣罗勒,治头痛   Disease:头痛 
圣罗勒,煎服   
穗花香科科,治外感风寒   Disease:外感风寒 
石花,治湿热疥症   Disease:湿热疥症 
石花,疮毒等   Disease:疮毒 
紫花碎米荠,治黄水疮   Disease:黄水疮 
紫花碎米荠,治筋骨疼痛   Disease:筋骨疼痛 
石砾唐松草,治发烧等症   Disease:发烧 
石龙芮,治痈肿   Disease:痈肿 
石龙芮,疮毒   Disease:疮毒 
石龙芮,蛇毒和风寒湿痺   Disease:蛇毒 Disease:风寒湿痺 
石南藤,治风湿痹痛   Disease:风湿痹痛 
石南藤,腰腿痛等   Disease:腰腿痛 
石山豆腐柴,治风湿   Disease:风湿 
石山豆腐柴,《云南植物志》   Disease:《云南植物 
石山苣苔,治咳嗽等症   Disease:咳嗽 
石蒜属,治疗小儿麻痹后遗症的要药   Disease:疗小儿麻痹后遗症 
石蒜属,治肿毒   Disease:肿毒 
石蒜属,鳞茎还含有大量的淀粉   Disease:含有大量 Disease:淀粉 
石蒜属,可作浆糊   Disease:浆糊 
石蒜属,浆布之用   Disease:浆布 
疏果石丁香,治跌打   Disease:跌打 
疏果石丁香,接骨   Disease:接骨 
柿科,治呃逆   Disease:呃逆 
柿科,治咽喉痛   Disease:咽喉痛 
柿科,咳嗽咽干   Disease:咳嗽咽干 
柿,治呃逆和夜尿症   Disease:呃逆 Disease:夜尿症 
鼠麴草,治气喘和支气管炎以及非传染性溃疡   Disease:气喘 Disease:支气管炎 Disease:非传染性溃疡 
鼠麴草,创伤之寻常用药   Disease:创伤 Disease:寻常 
鼠麴草,内服还有降血压疗效   Disease:降血压疗效 
薯莨,治跌打损伤   Disease:跌打损伤 
薯莨,血瘀气滞   Disease:血瘀气滞 
薯莨,月经不调   Disease:月经不调 
薯莨,妇女血崩   Disease:妇女血崩 
薯莨,咳嗽咳血   Disease:咳嗽咳血 
薯莨,半身麻木及风湿等症   Disease:半身麻木 Disease:风湿 
树形杜鹃,治咳止喘的功效   Disease:咳止喘 Disease:功效 
水甘草,治小儿风热   Disease:小儿风热 
水甘草,丹毒疮之效   Disease:丹毒疮 
疏叶香根芹,治风寒感冒   Disease:风寒感冒 
疏叶香根芹,头顶痛   Disease:头顶痛 
疏叶香根芹,周身疼痛   Disease:周身疼痛 
疏叶香根芹,摘自西藏常用中草药   Disease:摘自西藏常 Disease:中草药 
水翁,治感冒   Disease:感冒 
水翁,治黄疽性肝炎   Disease:黄疽性肝炎 
水田白,治咳嗽   Disease:咳嗽 
细叶水团花,治菌痢和肺热咳嗽   Disease:菌痢 Disease:肺热咳嗽 
细叶水团花,治小儿惊风症   Disease:小儿惊风症 
水苎麻,治牛软脚症等   Disease:牛软脚症 
糙叶水苎麻,治风湿痛   Disease:风湿痛 
糙叶水苎麻,毒疮等症   Disease:毒疮 
思茅山橙,治小儿脑膜炎   Disease:小儿脑膜炎 
思茅山橙,骨折等   Disease:骨折 
四瓣马齿苋,治肠炎   Disease:肠炎 
四瓣马齿苋,腹泻   Disease:腹泻 
四瓣马齿苋,内痔出血等症   Disease:内痔出血 
四棱草属,治风湿筋骨疼痛   Disease:风湿筋骨疼痛 
四叶葎,治尿路感染   Disease:尿路感染 
四叶葎,赤白带下   Disease:赤白带下 
四叶葎,痢疾   Disease:痢疾 
四叶葎,痈肿   Disease:痈肿 
四叶葎,跌打损伤   Disease:跌打损伤 
松柏钝果寄生,治风湿性关节炎   Disease:风湿性关节炎 
松柏钝果寄生,胃痛等   Disease:胃痛 
松叶耳草,治小儿疳积   Disease:小儿疳积 
松叶耳草,潮热等症   Disease:潮热 
松叶耳草,外用跌打刀伤   Disease:跌打刀伤 
宿苞豆,治感冒咳嗽   Disease:感冒咳嗽 
宿苞豆,乳腺炎   Disease:乳腺炎 
宿苞豆,肺结核和慢性支气管炎   Disease:肺结核 Disease:慢性支气管炎 
光宿苞豆,治感冒咳嗽   Disease:感冒咳嗽 
光宿苞豆,咽炎   Disease:咽炎 
光宿苞豆,乳痈   Disease:乳痈 
光宿苞豆,肺结核   Disease:肺结核 
粟米草,治腹痛泄泻   Disease:腹痛泄泻 
粟米草,皮肤热疹   Disease:皮肤热疹 
粟米草,火眼及蛇伤   Disease:火眼 Disease:蛇伤 
酸藤子,治跌打肿痛   Disease:跌打肿痛 
酸藤子,肠炎腹泻   Disease:肠炎腹泻 
酸藤子,咽喉炎   Disease:咽喉炎 
酸藤子,胃酸少   Disease:胃酸少 
酸藤子,痛经闭经等症   Disease:痛经闭经 
酸藤子,治牛伤食腹胀   Disease:牛伤食腹胀 
酸藤子,热病口渴   Disease:热病口渴 
蒜味香科科,治疗肺病   Disease:疗肺病 
窄叶泽泻,治皮肤疱疹   Disease:皮肤疱疹 
窄叶泽泻,小便不通   Disease:小便不通 
窄叶泽泻,水肿   Disease:水肿 
窄叶泽泻,蛇咬伤等   Disease:蛇咬伤 
豨莶,治全身酸痛   Disease:全身酸痛 
豨莶,四肢麻痹   Disease:四肢麻痹 
豨莶,并有平降血压作用   Disease:平降血压 
掌叶铁线蕨,治小便不利   Disease:小便不利 
掌叶铁线蕨,淋症   Disease:淋症 
掌叶铁线蕨,牙痛   Disease:牙痛 
掌叶铁线蕨,月经过多   Disease:月经过多 
掌叶铁线蕨,治肺热咳嗽   Disease:肺热咳嗽 
珍珠伞,治骨折   Disease:骨折 
珍珠伞,跌打   Disease:跌打 
珍珠伞,白喉   Disease:白喉 
珍珠伞,咽喉肿痛   Disease:咽喉肿痛 
珍珠伞,胃溃疡   Disease:胃溃疡 
珍珠伞,急性肠炎等症   Disease:急性肠炎 
小花紫草,治疗关节炎   Disease:疗关节炎 
柚木,治皮肤病或煎水   Disease:皮肤病 Disease:煎水 
喜马拉雅虎耳草,治肺结核   Disease:肺结核 
喜马拉雅虎耳草,脓胸等   Disease:脓胸 
止泻木,治痢疾   Disease:痢疾 
止泻木,有止泻效应   Disease:止泻效应 
止泻木,又可退热   Disease:退热 
治疝草属,治疝草属   Disease:疝草属 
治疝草属,属模式种   Disease:属模式 
柊叶,治肝肿大   Disease:肝肿大 
柊叶,痢疾   Disease:痢疾 
柊叶,赤尿   Disease:赤尿 
柊叶,治音哑   Disease:音哑 
柊叶,喉痛   Disease:喉痛 
柊叶,口腔溃疡   Disease:口腔溃疡 
柊叶,解酒毒等   Disease:解酒毒 
钟萼白头翁,治细菌性痢疾   Disease:细菌性痢疾 
钟萼白头翁,淋巴结核等症   Disease:淋巴结核 
钟萼白头翁,新疆中草药手册   Disease:疆中草药手册 
周毛悬钩子,治风湿之效   Disease:风湿 
帚枝唐松草,治胃痛   Disease:胃痛 
朱唇,治血崩   Disease:血崩 
朱唇,高热   Disease:高热 
朱唇,腹痛不适   Disease:腹痛不适 
珠仔树,治眼热症   Disease:眼热症 
竹叶花椒,治风湿性关节炎   Disease:风湿性关节炎 
竹叶花椒,牙痛   Disease:牙痛 
竹叶花椒,跌打肿痛   Disease:跌打肿痛 
苎麻,治创伤出血   Disease:创伤出血 
苎麻,治急性淋浊   Disease:急性淋浊 
苎麻,尿道炎出血等症   Disease:尿道炎出血 
孜然芹,治消化不良和胃寒腹痛   Disease:消化不良 Disease:胃寒腹痛 
梓木草,治疔疮   Disease:疔疮 
梓木草,支气管炎   Disease:支气管炎 
梓木草,消化不良等症   Disease:消化不良 
紫草,治麻疹不透   Disease:麻疹不透 
紫草,斑疹   Disease:斑疹 
紫草,便秘   Disease:便秘 
紫草,腮腺炎等症   Disease:腮腺炎 
紫草,治烧烫伤   Disease:烧烫伤 
紫萼,治胃痛   Disease:胃痛 
紫萼,跌打损伤   Disease:跌打损伤 
紫萼,外用   
紫萍,治感冒发热无汗   Disease:感冒发热 Disease:无汗 
紫萍,斑疹不透   Disease:斑疹不透 
紫萍,水肿   Disease:水肿 
紫萍,小便不利   Disease:小便不利 
紫萍,皮肤湿热   Disease:皮肤湿热 
细叶沙参,治疗心脾痛   Disease:疗心脾痛 
细叶沙参,头痛   Disease:头痛 
细叶沙参,妇女白带之效   Disease:妇女白带 
禺毛茛,治黄疽   Disease:黄疽 
禺毛茛,目疾   Disease:目疾 
鸭儿芹,治虚弱   Disease:虚弱 
鸭儿芹,尿闭及肿毒等   Disease:尿闭 Disease:肿毒 
鸭儿芹,民间有用全草捣烂外敷   Disease:间有 Disease:捣烂外 
芫花,治水肿和祛痰药   Disease:水肿 Disease:祛痰药 
芫花,根可毒鱼   Disease:毒鱼 
芫花,全株可作农药   Disease:全株 Disease:农药 
芫花,煮汁可杀虫   Disease:杀虫 
芫花,灭天牛虫效果良好   Disease:灭天牛虫效 
岩白翠,治头痛   Disease:头痛 
岩白翠,去疯毒   Disease:去疯毒 
岩乌头,治跌打损伤   Disease:跌打损伤 
岩乌头,止痛   Disease:止痛 
岩乌头,贵州草药   Disease:贵州 
砚壳花椒,治多类痛症及跌打扭伤   Disease:多类痛症 Disease:跌打扭伤 
艳山姜,治消化不良   Disease:消化不良 
艳山姜,呕吐腹泻   Disease:呕吐腹泻 
羊红膻,治疗头昏   Disease:疗头昏 
羊红膻,心悸等症状及克山病有效   Disease:心悸 Disease:克山病 
羊舌树,治感冒   Disease:感冒 
腰骨藤,治腰骨风湿痛   Disease:腰骨风湿痛 
药用狗牙花,治肚痛   Disease:肚痛 
药用牛舌草,治狂犬咬伤及牙痛   Disease:狂犬咬伤 Disease:牙痛 
野棉花,治跌打损伤   Disease:跌打损伤 
野棉花,风湿关节痛   Disease:风湿关节痛 
野棉花,肠炎   Disease:肠炎 
野棉花,痢疾   Disease:痢疾 
野棉花,蛔虫病等症   Disease:蛔虫病 
野棉花,也可作土农药   Disease:农药 
野棉花,灭蝇蛆等   Disease:灭蝇蛆 
野牡丹,治消化不良   Disease:消化不良 
野牡丹,肠炎腹泻   Disease:肠炎腹泻 
野牡丹,痢疾便血等症   Disease:痢疾便血 
野木瓜,治腋部生痈   Disease:腋部生痈 
野木瓜,膀胱炎   Disease:膀胱炎 
野木瓜,风湿骨痛   Disease:风湿骨痛 
野木瓜,跌打损伤   Disease:跌打损伤 
野木瓜,水肿脚气等   Disease:水肿脚气 
野木瓜属,治咳嗽和痢疾之效   Disease:咳嗽 Disease:痢疾 
线萼金花树,治水肿及月经不调   Disease:水肿 Disease:月经不调 
夜香木兰,治风湿跌打   Disease:风湿跌打 
夜香木兰,花   
夜来香,治结膜炎   Disease:结膜炎 
夜来香,疳积上眼症等   Disease:疳积上眼症 
一枝黄花,治毒蛇咬伤   Disease:毒蛇咬伤 
一枝黄花,痈   
一枝黄花,疖等   
宜昌胡颓子,治肺虚短气   Disease:肺虚短气 
宜昌胡颓子,根   
异叶亚菊,治小儿惊风   Disease:小儿惊风 
异叶亚菊,风湿麻木和阑尾炎   Disease:风湿麻木 Disease:阑尾炎 
益智,治脾胃   Disease:脾胃 
益智,或肾   
益智,虚寒所致的泄泻   Disease:虚寒所 Disease:泄泻 
益智,腹痛   Disease:腹痛 
益智,呕吐   Disease:呕吐 
益智,食欲不振   Disease:食欲不振 
益智,唾液分泌增多   Disease:泌增多 
益智,遗尿   Disease:遗尿 
益智,小便频数等症   Disease:小便频数 
莸叶醉鱼草,治肾虚   Disease:肾虚 
莸叶醉鱼草,眼雾   Disease:眼雾 
莸叶醉鱼草,见风流泪及白带病等   Disease:见风流泪 Disease:白带病 
余甘子,治咳嗽   Disease:咳嗽 
余甘子,喉痛   Disease:喉痛 
余甘子,解河豚鱼中毒等   Disease:解河豚鱼中毒 
余甘子,治皮炎   Disease:皮炎 
余甘子,湿疹   Disease:湿疹 
余甘子,风湿痛等   Disease:风湿痛 
鱼眼草,治小儿消化不良   Disease:小儿消化不良 
羽裂唇柱苣苔,治跌打损伤等症   Disease:跌打损伤 
玉簪,治乳腺炎   Disease:乳腺炎 
玉簪,中耳炎   Disease:中耳炎 
玉簪,疮痈肿毒   Disease:疮痈肿毒 
玉簪,溃疡等   Disease:溃疡 
拉拉藤,治淋浊   Disease:淋浊 
拉拉藤,尿血   Disease:尿血 
拉拉藤,跌打损伤   Disease:跌打损伤 
拉拉藤,肠痈   Disease:肠痈 
拉拉藤,疖肿   Disease:疖肿 
拉拉藤,中耳炎等   Disease:中耳炎 
圆叶娃儿藤,治风湿   Disease:风湿 
圆叶娃儿藤,跌打损伤和四肢麻痹   Disease:跌打损伤 Disease:四肢麻痹 
远志木蓝,治腹部胀痛   Disease:腹部胀痛 
月季花,治月经不调   Disease:月经不调 
月季花,痛经   Disease:痛经 
月季花,痛疖肿毒   Disease:痛疖肿毒 
月季花,治跌打损伤   Disease:跌打损伤 
小芸木,治感冒   Disease:感冒 
小芸木,咳嗽   Disease:咳嗽 
小芸木,风湿骨痛   Disease:风湿骨痛 
小芸木,胃痛   Disease:胃痛 
小芸木,跌打肿痛   Disease:跌打肿痛 
月月红,治感冒咳嗽   Disease:感冒咳嗽 
月月红,蛾喉等   Disease:蛾喉 
红芽木,治牛马肠胃炎有效   Disease:牛马肠胃炎有效 
云南钩藤,治腰痛较好   Disease:腰痛较 
云台南星,治无名肿毒初起   Disease:无名肿毒初起 
云台南星,面神经麻痹   Disease:面神经麻痹 
云台南星,毒蛇咬伤   Disease:毒蛇咬伤 
云台南星,神经性皮炎   Disease:神经性皮炎 
云台南星,炙后内服   Disease:炙后内 
