HudongItem1,relation,HudongItem2
盾片蛇菰属,parent taxon,蛇菰科
盾苞藤属,parent taxon,旋花科
盾苞藤,parent taxon,盾苞藤属
敦化乌头,parent taxon,乌头属
对折龙胆,parent taxon,龙胆属
对叶盐蓬,parent taxon,对叶盐蓬属
对叶茜草,parent taxon,茜草属
对叶楼梯草,parent taxon,楼梯草属
对叶盐蓬属,taxonomic type,对叶盐蓬
对叶兰,parent taxon,对叶兰属
对叶红景天,parent taxon,红景天属
对叶黄精,parent taxon,黄精属
对叶虎耳,parent taxon,虎耳草属
对茎毛兰,parent taxon,毛兰属
对节刺属,taxonomic type,对节刺
对轮叶虎耳草,parent taxon,虎耳草属
对节刺,parent taxon,对节刺属
对开蕨,basionym,阿尔泰铁角蕨
对耳舌唇兰,parent taxon,舌唇兰属
对刺藤,parent taxon,对刺藤属
堆叶蒲公英,parent taxon,蒲公英
堆拉乌头,parent taxon,乌头属
堆拉翠雀花,parent taxon,翠雀属
椴叶山麻杆,parent taxon,山麻杆属
椴叶独活,parent taxon,独活属
椴叶扁担杆,parent taxon,扁担杆属
椴树科,taxonomic type,椴树属
短柱珍珠菜,parent taxon,珍珠菜属
短柱肖菝葜,parent taxon,肖菝葜属
短锥花小檗,parent taxon,小檗属
短柱铁线莲,parent taxon,铁线莲属
短柱忍冬,parent taxon,忍冬属
短柱梅花草,parent taxon,梅花草属
短柱亚麻,parent taxon,亚麻属
短柱齿唇兰,parent taxon,开唇兰属
短柱八角,parent taxon,八角属
短轴红山茶,parent taxon,山茶属
短轴臭黄堇,parent taxon,紫堇属
短枝香草,parent taxon,珍珠菜属
短轴莠竹,parent taxon,莠竹属
短柱茶,parent taxon,山茶属
短轴雀麦,parent taxon,雀麦属
短硬毛棘豆,parent taxon,棘豆属
短轴嵩草,parent taxon,嵩草属
短颖楔颖草,parent taxon,楔颖草属
短颖马唐,parent taxon,马唐属
短颖鹅观草,parent taxon,鹅观草属
短颖臂形草,parent taxon,臂形草属
短颖草,parent taxon,短颖草属
短缨垂头菊,parent taxon,垂头菊属
短叶羊茅,parent taxon,羊茅属
短叶香茶菜,parent taxon,香茶菜属
短叶黍,parent taxon,黍属
短叶石楠,parent taxon,石楠属
短叶假糙苏,parent taxon,假糙苏属
短叶冬青,parent taxon,冬青
短叶胡枝子,parent taxon,胡枝子属
短叶虎耳草,parent taxon,虎耳草属
短叶假木贼,parent taxon,假木贼属
短叶赤车,parent taxon,赤车属
短药异燕麦,parent taxon,异燕麦属
短药蒲桃,parent taxon,蒲桃属
短叶黄杉,parent taxon,黄杉属
短叶核果茶,parent taxon,核果茶属
短檐南星,parent taxon,天南星属
短檐苣苔属,parent taxon,苦苣苔科
短檐苣苔,parent taxon,短檐苣苔属
短檐金盏苣苔,parent taxon,金盏苣苔属
短序醉鱼草,parent taxon,醉鱼草属
短序野木瓜,parent taxon,野木瓜属
短序小檗,parent taxon,小檗属
短序香蒲,parent taxon,香蒲属
短序算珠豆,parent taxon,算珠豆属
短序石豆兰,parent taxon,石豆兰属
短序十大功劳,parent taxon,十大功劳属
短序山梅花,parent taxon,山梅花属
短序润楠,parent taxon,润楠属
短序厚壳桂,parent taxon,厚壳桂属
短序隔距兰,parent taxon,隔距兰属
短星菊,parent taxon,短星菊属
短序鹅掌柴,parent taxon,鹅掌柴属
短小蛇根草,parent taxon,蛇根草属
短尾细辛,parent taxon,细辛属
短尾铁线莲,parent taxon,铁线莲属
短尾鹅耳枥,parent taxon,鹅耳枥属
短筒獐牙菜,parent taxon,獐牙菜属
短筒兔耳草,parent taxon,兔耳草属
短筒水锦树,parent taxon,水锦树属
短葶无距花,parent taxon,无距花属
短葶石豆兰,parent taxon,石豆兰属
短穗竹属,parent taxon,禾本科
短缩早熟禾,parent taxon,早熟禾属
短穗竹茎兰,parent taxon,竹茎兰属
短穗天料木,parent taxon,天料木属
短穗草胡椒,parent taxon,草胡椒属
短穗白珠,parent taxon,白珠树属
短穗看麦娘,parent taxon,看麦娘属
短舌早熟禾,parent taxon,早熟禾属
短舌菊属,parent taxon,菊科
短蕊香草,parent taxon,珍珠菜属
短蕊石蒜,parent taxon,石蒜属
短蕊青藤,parent taxon,青藤属
短蕊龙胆,parent taxon,龙胆属
短蕊大青,parent taxon,大青属
短蕊茶,parent taxon,山茶属
短片藁本,parent taxon,藁本属
短毛美冠兰,parent taxon,美冠兰属
短毛蓝钟花,parent taxon,蓝钟花属
短毛椴,parent taxon,椴树属
短毛百里香,parent taxon,百里香属
短芒草,parent taxon,三芒草属
短芒大麦草,parent taxon,大麦属
短裂溲疏,parent taxon,溲疏属
短距乌头,parent taxon,乌头属
短距槽舌兰,parent taxon,槽舌兰属
短距红门兰,parent taxon,红门兰属
短距风兰,parent taxon,风兰属
短距苞叶兰,parent taxon,苞叶兰属
短距舌唇兰,parent taxon,舌唇兰属
短距凤仙花,parent taxon,凤仙花属
短蒟,parent taxon,胡椒属
短茎异药花,parent taxon,异药花属
短茎秋海棠,parent taxon,秋海棠属
短茎古当归,parent taxon,古当归属
短茎隔距兰,parent taxon,隔距兰属
短茎淫羊藿,parent taxon,三枝九叶草
短茎灯心草,parent taxon,灯心草属
短茎长蒴苣苔,parent taxon,长蒴苣苔属
短茎柴胡,parent taxon,柴胡属
短茎半蒴苣苔,parent taxon,半蒴苣苔属
短喙黄堇,parent taxon,紫堇属
短喙灯心草,parent taxon,灯心草属
短喙冷水花,parent taxon,冷水花属
短花柱婆婆纳,parent taxon,婆婆纳属
短喙毛茛,parent taxon,毛茛属
短尖厚棱芹,parent taxon,厚棱芹属
短花珍珠菜,parent taxon,珍珠菜属
短花针茅,parent taxon,针茅属
短花盘沙参,parent taxon,沙参属
短果小柱芥,parent taxon,小柱芥属
短果石笔木,parent taxon,石笔木属
短喙凤仙花,parent taxon,凤仙花属
短果升麻,parent taxon,类叶升麻属
短果茴芹,parent taxon,茴芹属
短果勾儿茶,parent taxon,勾儿茶属
短管瑞香,parent taxon,瑞香属
短果百脉根,parent taxon,百脉根属
短梗忍冬,parent taxon,忍冬属
短梗涩荠,parent taxon,涩荠属
短梗母草,parent taxon,母草属
短梗柳叶菜,parent taxon,柳叶菜属
短梗南蛇藤,parent taxon,南蛇藤属
短梗棘豆,parent taxon,棘豆属
短梗幌伞枫,parent taxon,幌伞枫属
短梗南芥,parent taxon,南芥属
短辐水芹,parent taxon,水芹属
短梗苞茅,parent taxon,苞茅属
短梗八角,parent taxon,八角属
短耳石豆兰,parent taxon,石豆兰属
短耳鸢尾兰,parent taxon,鸢尾兰属
短萼仪花,parent taxon,仪花属
短萼野丁香,parent taxon,野丁香属
短萼腺萼木,parent taxon,腺萼木属
短萼天料木,parent taxon,天料木属
短萼折柄茶,parent taxon,折柄茶属
短隔鼠尾草,parent taxon,鼠尾草属
短萼素馨,parent taxon,素馨属
短萼忍冬,parent taxon,忍冬属
短梗菝葜,parent taxon,菝葜属
短萼核果茶,parent taxon,核果茶属
短萼海桐,parent taxon,海桐花属
短萼鹤虱,parent taxon,鹤虱属
短萼齿木属,parent taxon,茜草科
短萼齿木,parent taxon,短萼齿木属
短刺兔唇花,parent taxon,兔唇花属
短刺秋海棠,parent taxon,秋海棠属
短刺虎刺,parent taxon,虎刺属
短刺鹤虱,parent taxon,鹤虱属
短唇乌头,parent taxon,乌头属
短齿楼梯草,parent taxon,楼梯草属
短柄直唇姜,parent taxon,直唇姜属
短柄紫珠,parent taxon,紫珠属
短柄野芝麻,parent taxon,野芝麻属
短柄野桐,parent taxon,野桐属
短柄野海棠,parent taxon,野海棠属
短柄岩白菜,parent taxon,岩白菜属
短柄雪胆,parent taxon,雪胆属
短柄悬钩子,parent taxon,悬钩子属
短柄小连翘,parent taxon,金丝桃属
短柄小檗,parent taxon,小檗属
短柄腺萼木,parent taxon,腺萼木属
短柄喜光花,parent taxon,喜光花属
短柄五加,parent taxon,五加属
短柄箭竹,parent taxon,箭竹属
短柄木藜芦,parent taxon,木藜芦属
短柄龙胆,parent taxon,龙胆属
短柄桤叶树,parent taxon,珍珠菜
短柄荚蒾,parent taxon,荚蒾属
短柄虎耳草,parent taxon,虎耳草属
短柄红山茶,parent taxon,山茶属
短柄南星,parent taxon,天南星属
短柄金丝桃,parent taxon,金丝桃属
短柄红景天,parent taxon,红景天属
短柄凤仙花,parent taxon,凤仙花属
短柄粉条儿菜,parent taxon,粉条儿菜属
短柄鹅观草,parent taxon,鹅观草属
短柄吊石苣苔,parent taxon,吊石苣苔属
短柄吊球草,parent taxon,山香属
短柄赤瓟,parent taxon,赤瓟属
短柄扁担杆,parent taxon,扁担杆属
短苞百蕊草,parent taxon,百蕊草属
短苞风毛菊,parent taxon,风毛菊属
短苞南星,parent taxon,天南星属
短苞叉毛蓬,parent taxon,叉毛蓬属
短瓣兰,parent taxon,短瓣兰属
短棒蒲桃,parent taxon,蒲桃属
短瓣花属,parent taxon,石竹科
短瓣虎耳草,parent taxon,虎耳草属
短瓣繁缕,parent taxon,繁缕属
度量草,parent taxon,度量草属
短瓣乌头,parent taxon,乌头属
杜仲藤,parent taxon,杜仲藤属
杜英属,parent taxon,杜英科
杜英,parent taxon,杜英属
杜氏马先蒿,parent taxon,马先蒿属
杜氏翅茎草,parent taxon,翅茎草属
杜英科,taxonomic type,杜英属
杜虹花,parent taxon,紫珠属
杜根藤属,parent taxon,爵床科
杜根藤,parent taxon,杜根藤属
独子繁缕,parent taxon,繁缕属
独一味,parent taxon,独一味属
独行菜,parent taxon,独行菜属
独尾草,parent taxon,独尾草属
独一味属,parent taxon,唇形科
独穗飘拂草,parent taxon,飘拂草属
独舌橐吾,parent taxon,橐吾属
独山香草,parent taxon,珍珠菜属
独蒜兰,parent taxon,独蒜兰属
独龙江紫堇,parent taxon,紫堇属
独龙江雪胆,parent taxon,雪胆属
独龙木姜子,parent taxon,木姜子属
独龙楼梯草,parent taxon,楼梯草属
独龙凤仙花,parent taxon,凤仙花属
独龙冬青,parent taxon,冬青
独鳞荛花,parent taxon,荛花属
独丽花,parent taxon,独丽花属
独角莲,parent taxon,犁头尖属
独脚金,parent taxon,独脚金属
毒鼠子,parent taxon,毒鼠子属
独根草,parent taxon,独根草属
独花报春,parent taxon,独花报春属
独根草属,parent taxon,虎耳草科
毒芹属,parent taxon,伞形科
毒漆藤,parent taxon,漆属
毒瓜,parent taxon,毒瓜属
毒根斑鸠菊,parent taxon,斑鸠菊属
毒豆,parent taxon,毒豆属
毒鼠子科,taxonomic type,毒鼠子属
兜蕊兰,parent taxon,兜蕊兰属
豆茶决明,parent taxon,决明属
豆瓣绿,parent taxon,草胡椒属
兜鞘垂头菊,parent taxon,垂头菊属
兜唇带叶兰,parent taxon,带叶兰属
兜藜,parent taxon,兜藜属
斗叶马先蒿,parent taxon,马先蒿属
都丽菊属,parent taxon,菊科
兜被兰,parent taxon,兜被兰属
冬青叶兔唇花,parent taxon,兔唇花属
冬青叶山茶,parent taxon,山茶属
冬竹,parent taxon,箭竹属
冬天麻,parent taxon,天麻属
冬青,parent taxon,冬青科
动蕊花,parent taxon,动蕊花属
冬麻豆,parent taxon,冬麻豆属
东瀛珊瑚,parent taxon,桃叶珊瑚属
东爪草属,parent taxon,景天科
东义紫堇,parent taxon,紫堇属
东瀛鹅观草,parent taxon,鹅观草属
东紫苏,parent taxon,香薷属
东紫堇,parent taxon,紫堇属
东阳青皮竹,parent taxon,刚竹属
东亚栉齿蒿,parent taxon,蒿属
东亚唐棣,parent taxon,唐棣属
东亚羊茅,parent taxon,羊茅属
东南葡萄,parent taxon,葡萄属
东南茜草,parent taxon,茜草属
东南飘拂草,parent taxon,飘拂草属
东南野桐,parent taxon,野桐属
东南长蒴苣苔,parent taxon,长蒴苣苔属
东京鱼藤,parent taxon,鱼藤属
东久橐吾,parent taxon,橐吾属
东京油楠,parent taxon,油楠属
东南蛇根草,parent taxon,蛇根草属
东莞润楠,parent taxon,润楠属
东京樱花,parent taxon,李属
东京四照花,parent taxon,山茱萸属
东京桐属,parent taxon,大戟科
东疆红景天,parent taxon,红景天属
东京龙脑香,parent taxon,龙脑香属
东京鳞毛蕨,parent taxon,鳞毛蕨属
东风草,parent taxon,艾纳香属
东方瓜馥木,parent taxon,瓜馥木属
东方草莓,parent taxon,草莓属
东方旱麦草,parent taxon,旱麦草属
东饿洛橐吾,parent taxon,橐吾属
东俄洛南星,parent taxon,天南星属
东方古柯,parent taxon,古柯属
东川鼠尾草,parent taxon,鼠尾草属
东川石蝴蝶,parent taxon,石蝴蝶属
东川凤仙花,parent taxon,凤仙花属
东川灯心草,parent taxon,灯心草属
东部线柱兰,parent taxon,线柱兰属
东北獐牙菜,parent taxon,獐牙菜属
东北杨,parent taxon,杨属
东北羊角芹,parent taxon,羊角芹属
东川风毛菊,parent taxon,风毛菊属
东北玉簪,parent taxon,玉簪
东北亚鳞毛蕨,parent taxon,鳞毛蕨属
东北鸦葱,parent taxon,鸦葱属
东北绣线梅,parent taxon,绣线梅属
东北杏,parent taxon,李属
东北舌唇兰,parent taxon,舌唇兰属
东北南星,parent taxon,天南星属
东北山梅花,parent taxon,山梅花属
东北蒲公英,parent taxon,蒲公英
东北三肋果,parent taxon,三肋果属
东北牡蒿,parent taxon,蒿属
东北柳叶菜,parent taxon,柳叶菜属
东北李,parent taxon,李属
东北雷公藤,parent taxon,雷公藤属
东北桤木,parent taxon,桤木属
东北连翘,parent taxon,连翘属
东北看麦娘,parent taxon,看麦娘属
东北锦鸡儿,parent taxon,锦鸡儿属
东北金鱼藻,parent taxon,金鱼藻属
东北扁核木,parent taxon,扁核木属
东北藨草,parent taxon,藨草属
东北扁果草,parent taxon,扁果草属
定结毛茛,parent taxon,毛茛属
定结鳞毛蕨,parent taxon,鳞毛蕨属
东北百合,parent taxon,百合属
鼎湖紫珠,parent taxon,紫珠属
鼎湖鱼藤,parent taxon,鱼藤属
鼎湖血桐,parent taxon,血桐属
鼎湖铁线莲,parent taxon,铁线莲属
东安红山茶,parent taxon,山茶属
顶毛鼠毛菊,parent taxon,鼠毛菊属
顶芒野青茅,parent taxon,野青茅属
顶叶冷水花,parent taxon,冷水花属
顶戟黄鹌菜,parent taxon,黄鹌菜属
顶花酸脚杆,parent taxon,酸脚杆属
顶花胡椒,parent taxon,胡椒属
顶花耳草,parent taxon,耳草属
顶冠黄堇,parent taxon,紫堇属
丁香叶忍冬,parent taxon,忍冬属
丁子香,parent taxon,蒲桃属
钉柱委陵菜,parent taxon,委陵菜属
丁香色凤仙花,parent taxon,凤仙花属
丁香罗勒,parent taxon,罗勒属
顶冰花,parent taxon,顶冰花属
丁茜属,parent taxon,茜草科
丁香蓼,parent taxon,丁香蓼属
丁茜,parent taxon,丁茜属
丁癸草属,parent taxon,豆科
丁座草,parent taxon,草苁蓉属
丁癸草,parent taxon,丁癸草属
丁公藤,parent taxon,丁公藤属
叠裂银莲花,parent taxon,银莲花属
碟花百合,parent taxon,百合属
蝶豆,parent taxon,蝶豆属
碟斗青冈,parent taxon,栎属
碟果虫实,parent taxon,虫实属
碟环慈,parent taxon,牡竹属
迭穗莎草,parent taxon,莎草属
迭裂黄堇,parent taxon,紫堇属
迭裂长蒴苣苔,parent taxon,长蒴苣苔属
调料九里香,parent taxon,九里香属
调羹树,parent taxon,假山龙眼属
迭叶楼梯草,parent taxon,楼梯草属
吊钟山矾,parent taxon,山矾属
吊钟花属,parent taxon,杜鹃花科
吊钟花,parent taxon,吊钟花属
吊丝竹,parent taxon,牡竹属
凋缨菊属,parent taxon,菊科
吊灯树,parent taxon,吊灯树属
凋缨菊,parent taxon,凋缨菊属
凋叶箭竹,parent taxon,箭竹属
吊罗美登木,parent taxon,美登木属
垫状点地梅,parent taxon,点地梅属
垫状虎耳草,parent taxon,虎耳草属
垫状忍冬,parent taxon,忍冬属
垫状棱子芹,parent taxon,棱子芹属
垫型蒿,parent taxon,蒿属
垫风毛菊,parent taxon,风毛菊属
甸生桦,parent taxon,桦木属
点叶柿,parent taxon,柿
点叶秋海棠,parent taxon,秋海棠属
滇紫金牛,parent taxon,紫金牛属
滇越五月茶,parent taxon,五月茶属
滇越金线兰,parent taxon,开唇兰属
滇越猴欢喜,parent taxon,猴欢喜属
滇榛,parent taxon,榛属
滇中绣线菊,parent taxon,绣线菊属
滇越杜英,parent taxon,杜英属
滇粤山胡椒,parent taxon,山胡椒属
滇雪花,parent taxon,雪花属
滇芎,parent taxon,滇芎属
滇新樟,parent taxon,新樟属
滇西黍,parent taxon,黍属
滇西青冈,parent taxon,栎属
滇西苘麻,parent taxon,苘麻属
滇西前胡,parent taxon,前胡属
滇西蒲桃,parent taxon,蒲桃属
滇西山楂,parent taxon,山楂
滇西囊瓣芹,parent taxon,囊瓣芹属
滇西忍冬,parent taxon,忍冬属
滇西堇菜,parent taxon,堇菜属
滇西斑鸠菊,parent taxon,斑鸠菊属
滇西北小檗,parent taxon,小檗属
滇西八角,parent taxon,八角属
滇桐,parent taxon,滇桐属
滇润楠,parent taxon,润楠属
滇黔苎麻,parent taxon,苎麻属
滇黔楼梯草,parent taxon,楼梯草属
滇飘拂草,parent taxon,飘拂草属
滇南鸢尾兰,parent taxon,鸢尾兰属
滇南玉凤花,parent taxon,玉凤花属
滇南山蚂蝗,parent taxon,山蚂蝗属
滇南蒴莲,parent taxon,蒴莲属
滇南天门冬,parent taxon,天门冬属
滇南青紫葛,parent taxon,白粉藤属
滇南九节,parent taxon,九节属
滇南尖叶木,parent taxon,尖叶木属
滇南红厚壳,parent taxon,红厚壳属
滇南胡椒,parent taxon,胡椒属
滇南桂,parent taxon,樟属
滇南冠唇花,parent taxon,冠唇花属
滇南草乌,parent taxon,乌头属
滇南安息香,parent taxon,安息香属
滇南矮柱兰,parent taxon,矮柱兰属
滇缅崖豆藤,parent taxon,崖豆藤属
滇南八角,parent taxon,八角属
滇龙眼,parent taxon,龙眼属
滇马蹄果,parent taxon,马蹄果属
滇榄,parent taxon,橄榄属
滇兰,parent taxon,滇兰属
滇蜡瓣花,parent taxon,蜡瓣花属
滇灰木,parent taxon,山矾属
滇黄堇,parent taxon,紫堇属
滇黄芩,parent taxon,黄芩属
滇红丝线,parent taxon,红丝线属
滇桂崖豆藤,parent taxon,崖豆藤属
滇桂木莲,parent taxon,木莲属
滇粉绿藤,parent taxon,粉绿藤属
滇杜根藤,parent taxon,杜根藤属
滇东杜根藤,parent taxon,杜根藤属
滇丁香,parent taxon,滇丁香属
滇池海棠,parent taxon,苹果属
滇北乌头,parent taxon,乌头属
滇北悬钩子,parent taxon,悬钩子属
滇边大黄,parent taxon,大黄属
滇北蒲公英,parent taxon,蒲公英
滇百合,parent taxon,百合属
滇北杜英,parent taxon,杜英属
地毯草,parent taxon,地毯草属
地檀香,parent taxon,白珠树属
地岩风,parent taxon,岩风属
地黄连,parent taxon,地黄连属
地黄叶马先蒿,parent taxon,马先蒿属
地海椒,parent taxon,地海椒属
地构叶属,parent taxon,大戟科
地不容,parent taxon,千金藤属
低株鹅观草,parent taxon,鹅观草属
地宝兰,parent taxon,地宝兰属
滴水珠,parent taxon,半夏属
低矮早熟禾,parent taxon,早熟禾属
等萼卷瓣兰,parent taxon,石豆兰属
