HudongItem,relation,NewNode
厚齿石楠,instance of,生物分类单元
厚柄茜草,instance of,生物分类单元
厚柄连蕊茶,instance of,生物分类单元
厚果含笑,parent taxon,Michelia
厚萼凌霄,taxon rank,种
厚短蕊茶,taxon rank,种
厚斗柯,taxon rank,种
厚唇兰属,taxon rank,属
厚唇角盘兰,taxon rank,种
厚唇兰,taxon rank,种
厚齿石楠,taxon rank,种
厚柄茜草,taxon rank,种
厚柄连蕊茶,taxon rank,种
厚边木犀,instance of,生物分类单元
厚边龙胆,instance of,生物分类单元
厚边蕨,instance of,生物分类单元
厚边观音座莲,instance of,生物分类单元
厚壁秋海棠,instance of,生物分类单元
厚壁荠,instance of,生物分类单元
厚壁蕨,instance of,生物分类单元
厚瓣玉凤花,instance of,生物分类单元
厚斗柯,parent taxon,石栎属
厚唇兰属,parent taxon,兰科
厚萼凌霄,basionym,Bignonia radicans
厚边木犀,taxon rank,种
厚边龙胆,taxon rank,种
厚边蕨,taxon rank,种
厚边观音座莲,taxon rank,种
厚壁秋海棠,taxon rank,种
厚壁荠,taxon rank,种
厚壁蕨,taxon rank,种
厚瓣玉凤花,taxon rank,种
厚短蕊茶,IUCN conservation status,无危物种
厚唇兰属,topic's main category,Category:厚唇兰属
厚唇角盘兰,subject has role,基名
厚萼凌霄,topic's main category,Category:Campsis radicans
厚瓣短蕊茶,instance of,生物分类单元
后生叶下珠,instance of,生物分类单元
篌竹,instance of,生物分类单元
后生四川马先蒿,instance of,生物分类单元
后蕊苣苔属,instance of,生物分类单元
猴子瘿袋,instance of,生物分类单元
猴樟,instance of,生物分类单元
猴头杜鹃,instance of,生物分类单元
厚边木犀,parent taxon,木樨属
厚边蕨,parent taxon,Crepidopteris
厚边观音座莲,parent taxon,观音座莲属
厚壁荠,parent taxon,厚翅荠属
厚壁蕨,parent taxon,Meringium
厚瓣短蕊茶,taxon rank,种
后生叶下珠,taxon rank,种
篌竹,taxon rank,种
后生四川马先蒿,taxon rank,种
后蕊苣苔属,taxon rank,属
猴子瘿袋,taxon rank,种
猴樟,taxon rank,种
猴头杜鹃,taxon rank,种
厚边木犀,basionym,Olea marginata
厚壁秋海棠,basionym,Casparya silletensis
厚瓣玉凤花,IUCN conservation status,易危物种
猴面柯,instance of,生物分类单元
猴面包树属,instance of,生物分类单元
猴面包树,instance of,生物分类单元
猴欢喜属,instance of,生物分类单元
猴欢喜,instance of,生物分类单元
猴场耳蕨,instance of,生物分类单元
猴耳环属,instance of,生物分类单元
猴耳环,instance of,生物分类单元
猴子瘿袋,parent taxon,桂木属
猴头杜鹃,parent taxon,杜鹃花属
猴面柯,taxon rank,种
猴面包树属,taxon rank,属
猴面包树,taxon rank,种
猴欢喜属,taxon rank,属
猴欢喜,taxon rank,种
猴场耳蕨,taxon rank,种
猴耳环属,taxon rank,属
猴耳环,taxon rank,种
后蕊苣苔属,has fruit type,蒴果
猴斑杜鹃,instance of,生物分类单元
喉药醉鱼草,instance of,生物分类单元
喉毛花,instance of,生物分类单元
侯氏秋海棠,instance of,生物分类单元
侯氏观音座莲,instance of,生物分类单元
侯钩藤,instance of,生物分类单元
虹鳞肋毛蕨,instance of,生物分类单元
洪雅南星,instance of,生物分类单元
猴面柯,parent taxon,石栎属
猴面包树属,parent taxon,Bombacoideae
猴场耳蕨,parent taxon,Polystichum
猴耳环属,parent taxon,Ingeae
后蕊苣苔属,topic's main category,Category:后蕊苣苔属
猴斑杜鹃,taxon rank,种
喉药醉鱼草,taxon rank,种
喉毛花,taxon rank,种
侯氏秋海棠,taxon rank,种
侯氏观音座莲,taxon rank,种
侯钩藤,taxon rank,种
虹鳞肋毛蕨,taxon rank,种
洪雅南星,taxon rank,种
猴面柯,basionym,Quercus balansae
猴面包树,topic's main category,Category:Adansonia digitata
猴欢喜属,named after,汉斯·斯隆
猴耳环属,parent taxon,苏木亚科
洪雅耳蕨,instance of,生物分类单元
洪桥鼠尾草,instance of,生物分类单元
洪平杏,instance of,生物分类单元
宏钟杜鹃,instance of,生物分类单元
红棕薹草,instance of,生物分类单元
红足蒿,instance of,生物分类单元
红棕肋毛蕨,instance of,生物分类单元
红棕杜鹃,instance of,生物分类单元
猴斑杜鹃,parent taxon,杜鹃花属
喉毛花,parent taxon,Comastoma
侯氏观音座莲,parent taxon,观音座莲属
侯钩藤,parent taxon,钩藤属
虹鳞肋毛蕨,parent taxon,Ctenitis
猴面包树属,has fruit type,蒴果
猴欢喜属,topic's main category,Category:Sloanea
猴耳环属,topic's main category,Category:Pithecellobium
猴耳环,basionym,Inga clypearia
洪雅耳蕨,taxon rank,种
洪桥鼠尾草,taxon rank,种
洪平杏,taxon rank,种
宏钟杜鹃,taxon rank,种
红棕薹草,taxon rank,种
红足蒿,taxon rank,种
红棕肋毛蕨,taxon rank,种
红棕杜鹃,taxon rank,种
喉毛花,basionym,Gentiana pulmonaria
虹鳞肋毛蕨,basionym,Nephrodium rhodolepis
猴面包树属,named after,米歇尔·阿丹森
红紫珠,instance of,生物分类单元
红紫桂竹香,instance of,生物分类单元
红锥,instance of,生物分类单元
红烛蛇菰,instance of,生物分类单元
红子佛甲草,instance of,生物分类单元
红钟杜鹃,instance of,生物分类单元
红雉凤仙花,instance of,生物分类单元
洪雅耳蕨,parent taxon,Polystichum
洪平杏,parent taxon,Armeniaca
宏钟杜鹃,parent taxon,杜鹃花属
红棕肋毛蕨,parent taxon,Ctenitis
红棕杜鹃,parent taxon,杜鹃花属
猴面包树属,topic's main category,Category:Adansonia
红紫珠,taxon rank,种
红紫桂竹香,taxon rank,种
红锥,taxon rank,种
红烛蛇菰,taxon rank,种
红子佛甲草,taxon rank,种
红钟杜鹃,taxon rank,种
红雉凤仙花,taxon rank,种
宏钟杜鹃,topic's main category,Category:Rhododendron wightii
红棕杜鹃,topic's main category,Category:Rhododendron rubiginosum
猴面包树属,described by source,Great Soviet Encyclopedia (1926–1947)
红指香青,instance of,生物分类单元
红直獐牙菜,instance of,生物分类单元
红枝崖爬藤,instance of,生物分类单元
红枝小檗,instance of,生物分类单元
红枝柿,instance of,生物分类单元
红枝琼楠,instance of,生物分类单元
红枝卷柏,instance of,生物分类单元
红枝蒲桃,instance of,生物分类单元
红锥,parent taxon,锥栗属
红子佛甲草,parent taxon,景天属
红钟杜鹃,parent taxon,杜鹃花属
猴面包树属,described by source,Encyclopedic Lexicon
红指香青,taxon rank,种
红直獐牙菜,taxon rank,种
红枝崖爬藤,taxon rank,种
红枝小檗,taxon rank,种
红枝柿,taxon rank,种
红枝琼楠,taxon rank,种
红枝卷柏,taxon rank,种
红枝蒲桃,taxon rank,种
红紫桂竹香,subject has role,基名
猴面包树属,described by source,The Nuttall Encyclopædia
红晕杜鹃,instance of,生物分类单元
红缨合耳菊,instance of,生物分类单元
红缨大丁草,instance of,生物分类单元
红叶银莲花,instance of,生物分类单元
红叶野桐,instance of,生物分类单元
红叶雪兔子,instance of,生物分类单元
红叶下珠,instance of,生物分类单元
红叶藤属,instance of,生物分类单元
红枝崖爬藤,parent taxon,崖爬藤属
红枝琼楠,parent taxon,琼楠属
红晕杜鹃,taxon rank,种
红缨合耳菊,taxon rank,种
红缨大丁草,taxon rank,种
红叶银莲花,taxon rank,种
红叶野桐,taxon rank,种
红叶雪兔子,taxon rank,种
红叶下珠,taxon rank,种
红叶藤属,taxon rank,属
红枝卷柏,basionym,Lycopodium sanguinolentum
红叶藤,instance of,生物分类单元
红叶酸脚杆,instance of,生物分类单元
红叶秋海棠,instance of,生物分类单元
红叶葡萄,instance of,生物分类单元
红叶木姜子,instance of,生物分类单元
红叶婆婆纳,instance of,生物分类单元
红叶螺序草,instance of,生物分类单元
红叶藜,instance of,生物分类单元
红晕杜鹃,parent taxon,杜鹃花属
红缨合耳菊,parent taxon,Synotis
红叶藤,taxon rank,种
红叶酸脚杆,taxon rank,种
红叶秋海棠,taxon rank,种
红叶葡萄,taxon rank,种
红叶婆婆纳,taxon rank,种
红叶螺序草,taxon rank,种
红叶藜,instance of,异名
红缨合耳菊,basionym,Senecio erythropappus
红缨大丁草,subject has role,基名
红叶藤属,topic's main category,Category:红叶藤属
红叶老鹳草,instance of,生物分类单元
红药蜡瓣花,instance of,生物分类单元
红芽大戟属,instance of,生物分类单元
红血藤,instance of,生物分类单元
红心石豆兰,instance of,生物分类单元
红心柯,instance of,生物分类单元
红小麻,instance of,生物分类单元
红腺紫珠,instance of,生物分类单元
红叶藜,taxon rank,种
红叶老鹳草,taxon rank,种
红药蜡瓣花,taxon rank,种
红芽大戟属,taxon rank,属
红血藤,taxon rank,种
红心石豆兰,taxon rank,种
红心柯,taxon rank,种
红小麻,taxon rank,种
红腺紫珠,taxon rank,种
红腺悬钩子,instance of,生物分类单元
红腺蛇根草,instance of,生物分类单元
红腺蕨,instance of,生物分类单元
红腺豆腐柴,instance of,生物分类单元
红纤维虾海藻,instance of,生物分类单元
红雾水葛,instance of,生物分类单元
红纹马先蒿,instance of,生物分类单元
红纹凤仙花,instance of,生物分类单元
红叶老鹳草,parent taxon,老颧草属
红芽大戟属,parent taxon,Knoxieae
红心柯,parent taxon,石栎属
红小麻,parent taxon,红小麻属
红叶藜,IUCN conservation status,无危物种
红腺悬钩子,taxon rank,种
红腺蛇根草,taxon rank,种
红腺蕨,taxon rank,种
红腺豆腐柴,taxon rank,种
红纤维虾海藻,taxon rank,种
红雾水葛,taxon rank,种
红纹马先蒿,taxon rank,种
红纹凤仙花,taxon rank,种
红芽大戟属,taxonomic type,Knoxia zeylanica
红心石豆兰,IUCN conservation status,濒危物种
红心柯,basionym,Quercus carolinae
红小麻,basionym,Urtica interrupta
红叶藜,subject has role,基名
红尾翎,instance of,生物分类单元
红头紫珠,instance of,生物分类单元
红头芋,instance of,生物分类单元
红头绳,instance of,生物分类单元
红头金石斛,instance of,生物分类单元
红滩杜鹃,instance of,生物分类单元
红穗铁苋菜,instance of,生物分类单元
红算盘子,instance of,生物分类单元
红腺蕨,parent taxon,Diacalpe
红纤维虾海藻,parent taxon,虾海藻属
红芽大戟属,topic's main category,Category:红芽大戟属
红尾翎,taxon rank,种
红头紫珠,taxon rank,种
红头芋,taxon rank,种
红头绳,taxon rank,种
红头金石斛,taxon rank,种
红滩杜鹃,taxon rank,种
红穗铁苋菜,taxon rank,种
红算盘子,taxon rank,种
红腺蕨,subject has role,基名
红纤维虾海藻,IUCN conservation status,易危物种
红雾水葛,basionym,Urtica sanguinea
红素馨,instance of,生物分类单元
红松盆距兰,instance of,生物分类单元
红松,instance of,生物分类单元
红丝线属,instance of,生物分类单元
红树科,instance of,生物分类单元
红树属,instance of,生物分类单元
红舌唐竹,instance of,生物分类单元
红杉,instance of,生物分类单元
红滩杜鹃,parent taxon,杜鹃花属
红素馨,taxon rank,种
红松盆距兰,taxon rank,种
红松,taxon rank,种
红丝线属,taxon rank,属
红树科,taxon rank,科
红树属,taxon rank,属
红舌唐竹,taxon rank,种
红杉,taxon rank,种
红尾翎,basionym,Panicum radicosum
红穗铁苋菜,topic's main category,Category:Acalypha hispida
红砂属,instance of,生物分类单元
红砂,instance of,生物分类单元
红色新月蕨,instance of,生物分类单元
红色槭,instance of,生物分类单元
红色马先蒿,instance of,生物分类单元
红色木莲,instance of,生物分类单元
红桑,instance of,生物分类单元
红三叶,instance of,生物分类单元
红松,parent taxon,Pinus sect. Cembra
红树科,parent taxon,Rhizophorales
红树属,parent taxon,Rhizophoreae
红砂属,taxon rank,属
红砂,taxon rank,种
红色新月蕨,taxon rank,种
红色槭,taxon rank,种
红色马先蒿,taxon rank,种
红色木莲,taxon rank,种
红桑,taxon rank,种
红三叶,taxon rank,种
红松,IUCN conservation status,无危物种
红丝线属,basionym,Solanum subsect. Lycianthes
红树科,parent taxon,桃金娘目
红树属,taxonomic type,Rhizophora mangle
红杉,IUCN conservation status,无危物种
红瑞木,instance of,生物分类单元
红肉牛奶菜,instance of,生物分类单元
红雀珊瑚属,instance of,生物分类单元
红雀麦,instance of,生物分类单元
红秋葵,instance of,生物分类单元
红球姜,instance of,生物分类单元
红茄,instance of,生物分类单元
红茄苳,instance of,生物分类单元
红砂,parent taxon,枇杷柴属
红色新月蕨,parent taxon,Pronephrium
红色槭,parent taxon,枫属
红三叶,parent taxon,三叶草属
红松,topic's main category,Category:Pinus koraiensis
红丝线属,topic's main category,Category:红丝线属
红树科,parent taxon,Myrtiflorae
红树属,topic's main category,Category:Rhizophora
红杉,topic's main category,Category:Larix potaninii
红瑞木,taxon rank,种
红肉牛奶菜,taxon rank,种
红雀珊瑚属,taxon rank,属
红雀麦,taxon rank,种
红秋葵,taxon rank,种
红球姜,taxon rank,种
红茄,taxon rank,种
红茄苳,taxon rank,种
红色新月蕨,basionym,Dryopteris lakhimpurensis
红树科,parent taxon,金虎尾目
红前胡,instance of,生物分类单元
红千层属,instance of,生物分类单元
红皮紫茎,instance of,生物分类单元
红皮柳,instance of,生物分类单元
红泡刺藤,instance of,生物分类单元
红楠刨,instance of,生物分类单元
红楠,instance of,生物分类单元
红木属,instance of,生物分类单元
红瑞木,parent taxon,Swida
红肉牛奶菜,parent taxon,牛嬭菜属
红茄,parent taxon,茄属
红前胡,taxon rank,种
红千层属,taxon rank,属
红皮紫茎,taxon rank,种
红皮柳,taxon rank,种
红泡刺藤,taxon rank,种
红楠刨,taxon rank,种
红楠,taxon rank,种
红木属,taxon rank,属
红雀珊瑚属,topic's main category,Category:红雀珊瑚属
红秋葵,topic's main category,Category:Hibiscus coccineus
红球姜,basionym,Amomum zerumbet
红茄苳,IUCN conservation status,无危物种
红树科,uses,景天酸代谢
红木水锦树,instance of,生物分类单元
红木科,instance of,生物分类单元
红木巴戟,instance of,生物分类单元
红木,instance of,生物分类单元
红门兰属,instance of,生物分类单元
红莓苔子,instance of,生物分类单元
红毛玉叶金花,instance of,生物分类单元
红毛樱桃,instance of,生物分类单元
红千层属,parent taxon,桃金孃科
红皮紫茎,parent taxon,旃檀属
红皮柳,parent taxon,柳树
红球姜,topic's main category,Category:Zingiber zerumbet
红树科,topic's main category,Category:红树科
红木水锦树,taxon rank,种
红木科,taxon rank,科
红木巴戟,taxon rank,种
红木,taxon rank,种
红门兰属,taxon rank,属
红莓苔子,taxon rank,种
红毛玉叶金花,taxon rank,种
红毛樱桃,taxon rank,种
红千层属,topic's main category,Category:红千层属
红皮紫茎,IUCN conservation status,无危物种
红泡刺藤,topic's main category,Category:Rubus niveus
红毛野海棠,instance of,生物分类单元
红毛羊蹄甲,instance of,生物分类单元
红毛羊胡子草,instance of,生物分类单元
红毛悬钩子,instance of,生物分类单元
红毛蟹甲草,instance of,生物分类单元
红毛五加,instance of,生物分类单元
红毛蛇根草,instance of,生物分类单元
红毛山楠,instance of,生物分类单元
红木科,parent taxon,Parietales
红木巴戟,parent taxon,羊角藤属
红门兰属,parent taxon,Orchidinae
红莓苔子,parent taxon,Vaccinium sect. Oxycoccus
红毛樱桃,parent taxon,Cerasus
红木属,topic's main category,Category:Bixa
红毛野海棠,taxon rank,种
红毛羊蹄甲,taxon rank,种
红毛羊胡子草,taxon rank,种
红毛悬钩子,taxon rank,种
红毛蟹甲草,taxon rank,种
红毛五加,taxon rank,种
红毛蛇根草,taxon rank,种
红毛山楠,taxon rank,种
红木科,parent taxon,Cistales
红木,has fruit type,蒴果
红莓苔子,IUCN conservation status,无危物种
红毛琼楠,instance of,生物分类单元
红毛七属,instance of,生物分类单元
红毛七,instance of,生物分类单元
红毛猕猴桃,instance of,生物分类单元
红毛马先蒿,instance of,生物分类单元
红毛榴莲,subclass of,浆果
