iplantitem1,relation,iplantitem2
全缘金粟兰,功用,全草供药用，能解毒消肿、活血散瘀，治风湿性关节炎、菌痢。...
银线草,功用,全株供药用，能祛湿散寒、活血止痛、散瘀解毒。主治风寒咳嗽...
多穗金粟兰,功用,根及根状茎供药用，能祛湿散寒，理气活血、散瘀解毒。有毒。
及已,功用,全草供药用，能抗菌消炎、止咳化痰、舒筋活络、驱风镇痛、解...
四川金粟兰,功用,根供药用，为治跌打损伤良药。
金粟兰,功用,作观赏用。花和根状茎可提取芳香油，鲜花极香，常用于熏茶叶...
小花吊兰,功用,有毒植物。治毒蛇咬伤，跌打肿痛。用鲜品捣烂敷患处。
鹿角藤,功用,植株皮层、叶及果均含胶乳，可制一般日常橡胶制品。老茎供药...
长萼鹿角藤,功用,茎藤供药用，云南民间有用来治风湿性腰腿痛、肾亏腰痛、高血...
毛叶藤仲,功用,茎供药用，在云南民间有用来治骨折筋伤、风湿骨痛和外伤出血...
蝙蝠草,功用,全草供药用，治肺结核、虫蛇咬伤；叶外敷为跌打接骨药。
长梗金腰,功用,全草入药；功用同裸茎金腰。
大叶金腰,功用,可入药，治小儿惊风和肺、耳部疾病。
裸茎金腰,功用,全草入药；苦，寒；藏医用治胆病引起之发烧、头痛、急性黄疸...
川明参,功用,根入药，为中药材，有利肺、和胃、化痰、解毒作用。
升麻属,功用,本属植物的根状茎可供药用。
小升麻,功用,根状茎可供药用，治劳伤内损、疖毒等症，也可作土农药（浙江...
兴安升麻,功用,根状茎称“升麻”，可供药用，治麻疹、斑疹不透、胃火牙痛等...
升麻,功用,升麻在《神农本草经》中列为上品，用根状茎，治风热头痛、咽...
多小叶升麻,功用,在四川若尔盖一带用本变种的根状茎治流感发热、咽喉肿痛等症...
大三叶升麻,功用,根状茎称“升麻”，药用同兴安升麻（见后）。
南川升麻,功用,根状茎称“绿豆升麻”，供药用。
单穗升麻,功用,本种的根状茎供药用。可发表驱风寒，清热解毒。
金鸡纳树,功用,茎皮和根皮为提制奎宁 (quinine) 的主要原料，用于治疗疟疾...
正鸡纳树,功用,本种的树皮味较苦，用于治疗疟疾，并有镇痛解热及局部麻醉的...
鸡纳树,功用,本种奎宁含量较低；用于治疗疟疾，并有镇痛解热及局部麻醉的...
毛桂,功用,树皮可代肉桂入药。木材作一般用材，并可作造纸糊料。
华南桂,功用,树皮作桂皮收购入药，功效同肉桂皮；果实入药治虚寒胃痛。枝...
樟,功用,13.樟（本草拾遗）香樟、芳樟、油樟、樟木（南方各省区），...
芳樟,功用,木材及根、枝、叶可提取樟脑和樟油，樟脑和樟油供医药及香料...
肉桂,功用,肉桂的树皮、叶及“桂花”（初结的果）均有强烈的肉桂味，其...
云南樟,功用,枝叶可提取樟油和樟脑。木材可制家具。果核油供工业用。树皮...
野黄桂,功用,树皮甘而辣，芳香，湖南黔阳一带用树皮作桂皮入药，功效同桂...
少花桂,功用,树皮及根入药，树皮在四川常作官桂皮用，功能开胃健脾及散热...
黄樟,功用,叶可供饲养天蚕，叶子初步分析含粗蛋白质3.1％，粗脂肪1.9％...
柴桂,功用,树皮入药，功效同肉桂。
锡兰肉桂,功用,树皮及枝、叶均含芳香油。树皮气味良佳，用作香味料，入药有...
灰毛浆果楝,功用,根、叶入药，有祛风化湿、行气止痛之功能；种子油可制肥皂。
肉苁蓉属,功用,肉苁蓉C. deserticola Ma是重要的补益中药，特产我国西北沙...
肉苁蓉,功用,茎入药（中药名：肉苁蓉），采后凉干后为生大芸，盐渍为盐大...
管花肉苁蓉,功用,本种药室基部钝圆，不具小尖头，与本属其它种易区别。
佛手,功用,佛手的香气比香橼浓，久置更香。药用佛手因产区不同而名称有...
浆果苋,功用,全株供药用，祛风除湿、通经活络，治风湿性关节炎，风湿腰腿...
白桐树,功用,根部供药用，治风湿痛。
小黄皮,功用,果肉味酸带甜。根及叶作草药，味苦，微辛，气香，性温。宣肺...
水翁,功用,花及叶供药用，含酚类及黄酮甙，治感冒；根可治黄疽性肝炎。
铁线莲属,功用,本属中，多数植物含有毛茛甙及三萜皂甙，某些种类还含有香豆...
芹叶铁线莲,功用,北京和河北部分地区作透骨草入药。 6月-7月采集全草入药，能...
女萎,功用,根、茎藤或全株入药，能消炎消肿、利尿通乳，主治肠炎、痢疾...
钝齿铁线莲,功用,茎药用，治尿路感染、小便不利、肾炎水肿、闭经、乳汁不通。
粗齿铁线莲,功用,根药用，能行气活血、祛风湿、止痛，主治风湿筋骨痛、跌打损...
小木通,功用,68．小木通（植物名实图考）蓑衣藤（秦岭、巴山），川木通（...
短尾铁线莲,功用,藤茎入药，清热利尿、通乳、消食、通便；主治尿道感染、尿频...
威灵仙,功用,根入药，能祛风湿、利尿、通经、镇痛，治风寒湿热、偏头疼、...
金毛铁线莲,功用,全株药用，能清热利尿，治肾炎、尿结、火眼，根外用，治鼻窦...
大花威灵仙,功用,全草供药用，治蛇咬伤，捣烂敷患处（湖南药物志1：487，图24...
厚叶铁线莲,功用,与丝铁线莲C. filamentosa的区别在于后者小叶片为纸质或薄革...
滑叶藤,功用,根、皮叶药用，有行气消炎、祛淤生新、祛风除湿等作用，治气...
丝铁线莲,功用,据广东有关单位试验，叶供药用，对治疗高血压病及冠心病有较...
山木通,功用,全株清热解毒、止痛、活血、利尿，治感冒、膀胱炎、尿道炎、...
铁线莲,功用,根和全草供药用，利尿通经（江苏新医学院，中药大辞典），根...
粉绿铁线莲,功用,全草入药，可祛风湿，止痒，主治慢性风湿关节炎、关节疼痛; ...
小蓑衣藤,功用,茎和根药用，有行气活血、祛风湿、止痛作用，治跌打损伤、痕...
单叶铁线莲,功用,膨大的根供药用，治胃痛、腹痛、跌打损伤、跌扑晕厥、支气管...
大叶铁线莲,功用,全草及根供药用，有祛风除湿、解毒消肿的作用。治风湿关节痛...
棉团铁线莲,功用,根药用，有解热、镇痛、利尿、通经作用，治风湿症、水肿、神...
吴兴铁线莲,功用,全草供药用，能祛风、消肿；治疗深部浓肿、风湿性关节炎、脑...
细木通,功用,根有利尿、通经作用，治疟疾、麻疯（云南药用植物名录）。
朝鲜铁线莲,功用,果实上的柔毛压成粉末能治疮及痔疮（辽宁）。
披针叶铁线莲,功用,根有清热解毒、杀菌作用，四川民间用来治口嗅、口烂等。
锈毛铁线莲,功用,叶供药用，治疮毒（云南药用植名录）。治角膜炎、四肢痛（广...
菝葜叶铁线莲,功用,茎供药用，在我国广东一带作为“木通”的代用品叫“紫木通”...
毛柱铁线莲,功用,全株能破血通经、活络止痛，治风寒感冒、胃痛、闭经、跌打瘀...
沙叶铁线莲,功用,全株药用，能清热利尿、通经活络；主治水肿、乳汁不通、风湿...
绣球藤,功用,茎藤入药，能利水通淋、活血通经、通关顺气，主治肾炎水肿、...
钝萼铁线莲,功用,全株入药，能清热、利尿、止痛，治湿热淋病、小便不通、水肿...
美花铁线莲,功用,茎入药，有祛风湿、清肺热、止痢、消食等效（中国高等植物图...
五叶铁线莲,功用,根药用能祛风除湿、温中理气、散瘀止痛，治腹痛吐泻、虚寒胃...
长花铁线莲,功用,代木通可作药用，茎治跌打、清寒、通经络（四川、康定）；全...
甘青铁线莲,功用,全草入药，可健胃、消食，治消化不良、恶心，并有排脓、除疮...
圆锥铁线莲,功用,根入药，有凉血、降火、解毒之效，治恶肿、疮瘘、蛇犬咬伤等...
辣蓼铁线莲,功用,根有镇痛、利尿作用，治风湿性关节炎、半身不遂、水肿、神经...
柱果铁线莲,功用,60．柱果铁线莲（中国高等植物图鉴）小叶光板力刚、花木通、...
黄花草,功用,种子含油约36％，又含粘液酸与甲氧基一三羟基黄酮，均供药用...
肾茶,功用,地上部分入药，治急慢性肾炎、膀胱炎、尿路结石及风湿性关节...
灰毛大青,功用,广西用全草治毒疮、风湿病，有退热止痛的功效。
白花灯笼,功用,根或全株入药，有清热降火、消炎解毒、止咳镇痛的功效；用鲜...
长管大青,功用,云南傣族用全株入药，有消炎、利尿、活血、消肿和祛风湿的功...
苦郎树,功用,可为我国南部沿海防沙造林树种。木材可作火柴杆。根入药，有...
赪桐,功用,全株药用，有祛风利湿、消肿散瘀的功效。云南作跌打、催生药...
尖齿臭茉莉,功用,药用根、叶或全株，治妇女月经不调、风湿骨痛、骨折、中耳炎...
海通,功用,四川、广西民间用其枝叶治半边疯。
臭茉莉,功用,药用根、叶和花，有祛风活血、消肿降压的功效。
三台花,功用,全株可防治疟疾。
草本三对节,功用,全草含皂甙。有截疟、驳骨、杀菌、清热、解毒等功效。云南、...
大序三对节,功用,全草含皂甙。有截疟、驳骨、杀菌、清热、解毒等功效。云南、...
鳄嘴花,功用,1．鳄嘴花（海南植物志）扭序花（中国高等植物图鉴）图版38...
寸金草,功用,云南用全草入药，治牙痛、小儿疳积、风湿跌打、消肿活血，煎...
灯笼草,功用,民间用全草入药，治功能性子宫出血、胆囊炎、黄胆型肝炎、感...
广东蝶豆,功用,块根止咳祛痰，消肿拔毒。治老年慢性气管炎，疮肿。
蛇床,功用,果实“蛇床子”入药，有燥湿、杀虫止痒、壮阳之效，治皮肤湿...
舞草,功用,全株供药用，有舒筋活络、祛瘀之效。
党参属,功用,本属中绝大多数种类的根部都具有药用价值，在目前临床应用中...
野芋,功用,块茎（有毒）供药用，外用治无名肿毒、疥疮、吊脚癀（大腿深...
大野芋,功用,根茎入药，能解毒消肿，祛痰镇痉（四川）。
火把花,功用,在云南白族火把节以后花开放如火，故名火把花，可供观赏，入...
秀丽火把花,功用,4.秀丽火把花 秀丽炮仗花（植物分类学报8卷1期）
秀丽火把花-细花变种,功用,民间用根入药，有治跌打、止血、止痢之功。
无尾果,功用,全草供药用，有止血止痛、清热作用。
绵穗苏,功用,1．绵穗苏（植物分类学报8卷1期）半边苏、野鱼香、野苏（贵...
饭包草,功用,药用，有清热解毒，消肿利尿之效。
鸭跖草,功用,药用，为消肿利尿、清热解毒之良药，此外对麦粒肿、咽炎、扁...
节节草,功用,药用，能消热、散毒、利尿；花汁可作青碧色颜料，用于绘画。
大苞鸭跖草,功用,可供药用。
苦苣苔,功用,全草药用，与秋海棠、夏枯草等合用外敷，治毒蛇咬伤。
毒参,功用,根据《苏联药用植物》记载，全草为有毒植物，含有多种作用于...
牛栓藤科,功用,本科植物以藤本为多，树皮含收敛物质，常作药用，种子粉碎用...
牛栓藤属,功用,本属某些种可作经济用材，某些种纤维可作绳索，或供药用。
铃兰,功用,带花全草供药用，有强心利尿之效。
田旋花,功用,全草入药，调经活血，滋阴补虚。
熊胆草,功用,全草供药用，有消炎止血，截疟之功效。
香丝草,功用,全草入药，治感冒、疟疾、急性关节炎及外伤出血等症。
小蓬草,功用,嫩茎、叶可作猪饲料；全草入药消炎止血、祛风湿，治血尿、水...
白酒草,功用,此种又名白酒棵、白酒香、小白酒草、酒香草、酒药草、银钮子...
黄连属,功用,本属植物的地下部分含小檗碱，供药用，其中黄连是我国著名的...
黄连,功用,根状茎为著名中药“黄连”，含小檗碱、黄连碱、甲基黄连碱、...
短萼黄连,功用,根状茎为著名中药“黄连”，含小檗碱、黄连碱、甲基黄连碱、...
三角叶黄连,功用,根状茎为著名中药“黄连”，含小檗碱、黄连碱、甲基黄连碱、...
峨眉黄连,功用,根状茎为著名中药“黄连”，含小檗碱、黄连碱、甲基黄连碱、...
云南黄连,功用,根状茎为著名中药“黄连”，含小檗碱、黄连碱、甲基黄连碱、...
流苏子,功用,根辛辣，可治皮炎。
珊瑚苣苔,功用,全草药用，治跌打损伤。
石花,功用,2.石花（中国高等植物图鉴）石胆草、石莲花
卷丝苣苔,功用,全草药用，解野菜等中毒、治热性腹泻等。
破布木,功用,果实富含脂肪，可榨油，据中国科学院植物研究所油脂组分析：...
朱蕉,功用,我国广西民间曾用来治咯血、尿血、菌痢等症。
马桑,功用,果可提酒精。种子榨油可作油漆和油墨。茎叶可提栲胶。全株含...
山茱萸,功用,本种（包括川鄂山茱萸）的果实称“萸肉”，俗名枣皮，供药用...
绣球小冠花,功用,本种花紫红色，艳丽，可作花卉植物，除供观赏外，还可作药用...
